day,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
18,71.15,76.69333333,70.668,76.086,79.2205,74.973,81.44933333,72.38666667,77.41866667,75.61466667,71.49333333,71.456,96.13833333,102.1943333,68.34266667,52.75066667,8.008,10.78733333,12.129,5.710666667,19.51266667,17.84966667,112.5746667,93.54866667,79.982,28.31933333,49.777,63.53933333,74.63633333,61.91266667,124.699,169.054,68.89833333,44.63733333,50.14733333,45.403,52.29033333,14.898,70.694,37.537,24.15733333,0.3715,37.755,91.39766667,49.469,31.55966667,14.07933333,3.3585,1.250666667,1.088,7.4005,88.12866667,77.18333333,129.6226667,76.223,75.562,57.88233333,52.34933333,42.724,20.141,115.998,140.002,143.5776667,140.5,18.33333333,20.46966667,11.902,5.162,6.954333333,43.7615,0.0195,5.412,34.933,0.101333333,3.5965,55.553,104.0426667,60.92166667,55.57733333,24.64466667,0.314666667,0.288,5.892666667,0.784333333,8.757666667,19.29233333,2.765333333,3.295,4.159,27.80066667,32.445,37.23366667,56.26666667,40.31933333,56.142,96.696
19,73.0755,77.427,71.19966667,71.917,75.8695,82.61966667,80.967,72.60466667,76.209,76.27633333,71.456,71.456,95.00866667,101.875,63.191,49.3145,8.048666667,13.141,13.957,3.434666667,20.174,21.829,118.7306667,101.0186667,79.43833333,30.05666667,44.20833333,60.78833333,68.48,70.577,143.9826667,165.7393333,59.05133333,46.022,52.25533333,38.561,38.25133333,16.792,67.068,29.6865,21.65533333,0.332,39.97533333,90.76366667,57.09566667,34.18066667,12.78233333,11.586,0.732666667,1.2665,9.420666667,92.42966667,74.73,133.865,82.09833333,76.98066667,55.17633333,55.841,42.14066667,18.042,102.222,146.858,148.5596667,120.01,15.06333333,22.124,13.26366667,5.675,7.564,40.237,0.354666667,5.029,29.84433333,0.057666667,2.573333333,58.71966667,125.8386667,62.5865,57.127,19.93033333,0.332333333,0.306,6.0985,0.801,9.476666667,20.231,2.935333333,3.049,4.495,24.06266667,33.3985,44.29566667,26.86466667,39.51833333,54.89066667,82.366
20,72.64533333,75.324,70.8205,71.269,74.6295,82.683,84.141,72.63266667,75.63466667,76.76533333,71.456,109.396,94.03966667,101.875,61.58533333,42.508,7.763666667,11.49766667,20.49766667,3.251666667,20.04933333,25.70366667,89.46666667,104.6606667,82.33666667,33.58466667,39.32533333,55.09566667,64.734,78.12,154.5555,172.9986667,59.514,42.728,44.02633333,35.2875,30.277,19.28766667,62.28533333,41.23166667,18.8805,0.262666667,43.56,87.58133333,55.522,31.566,12.41833333,14.24466667,2.27,1.925666667,12.055,85.583,80.92533333,135.7256667,84.91666667,76.768,47.2605,46.274,47.626,14.67566667,105.7576667,140.463,145.272,114.928,13.56333333,23.733,10.27866667,5.623,8.183,34.14633333,0.351333333,4.037333333,29.03166667,0.048666667,3.361333333,58.36833333,146.7586667,55.801,54.39266667,12.8,0.351666667,0.321666667,6.462333333,0.796,8.15,17.01833333,5.285,3.02,4.6085,23.14466667,39.03433333,43.81433333,10.819,45.11333333,58.651,81.35033333
21,71.781,74.64,70.613,71.66466667,74.69066667,89.14666667,88.536,74.40066667,74.92066667,76.53233333,71.456,109.1816667,90.191,101.875,58.52966667,44.969,9.318,9.614,21.49,2.522,23.91033333,26.62133333,62.168,105.784,79.053,37.14533333,38.259,46.59566667,63.02433333,81.93866667,130,166.356,60.796,46.825,40.09166667,27.441,25.27666667,21.13333333,58.131,55.33466667,19.89666667,0.337,45.40766667,90.96166667,68.12,30.68733333,9.056666667,24.73666667,3.760666667,3.106666667,12.14433333,78.174,91.944,140.428,83.2665,78.75266667,43.27733333,50.75,55.75533333,12.15866667,110.545,132.2823333,123.0606667,117.366,12.812,24.47633333,9.867333333,4.665666667,9.8415,28.101,0.336,5.135333333,24.88033333,0.057,2.487666667,56.581,147.4316667,40.96333333,63.39566667,10.021,0.444666667,0.342,6.586,0.801333333,6.222666667,17.57233333,3.983666667,3.118,4.708666667,23.48833333,41.068,39.56566667,24.24666667,46.23233333,64.33566667,89.29933333
22,71.75733333,73.3375,70.74633333,73.6715,75.30633333,94.97666667,89.2735,73.721,75.157,74.972,71.456,109.5566667,85.807,101.875,48.48666667,35.38166667,7.039,7.571333333,24.01833333,2.278333333,27.20633333,26.42066667,62.607,100.1656667,70.07766667,42.269,37.54633333,40.83433333,65.512,89.077,181.423,168.11,62.109,54.11166667,33.33366667,22.681,30.16666667,24.969,52.32866667,64.48866667,19.60533333,0.343333333,47.476,91.488,69.18433333,32.24266667,8.335333333,29.20566667,1.760666667,3.864666667,14.55133333,68.728,96.64766667,144.0776667,80.15933333,76.03266667,39.61933333,63.10266667,50.95,9.362,108.388,131.0836667,130.342,114.497,12.4995,26.21833333,6.911,3.214,11.77133333,25.06066667,0.337333333,8.178,17.392,0.027,3.015333333,71.37033333,139.95,22.443,57.235,5.417666667,1.004,0.332333333,5.554,0.806333333,5.076333333,16.544,3.439,3.081666667,6.033666667,17.47433333,41.665,38.785,31.095,43.027,64.94733333,40.94266667
23,72.182,73.44833333,72.17133333,72.06433333,73.453,103.5576667,88.12266667,73.435,75.05833333,72.77233333,71.456,108.6606667,84.695,101.875,46.241,23.60433333,9.384,5.319,24.51033333,1.61,22.869,28.88166667,68.95766667,96.712,67.31266667,46.62633333,35.86833333,41.65466667,82.658,113.6865,181.413,166.7666667,53.316,61.174,29.21666667,21.953,27.331,31.631,55.84266667,72.613,18.676,0.2975,49.40433333,92.4825,64.54333333,32.897,7.123333333,21.627,0.573666667,6.810666667,19.092,59.62833333,105.3896667,142.862,78.18166667,73.478,34.42133333,59.061,38.54266667,8.187333333,104.3443333,132.817,99.666,121.4976667,12.789,28.87333333,4.825333333,3.774333333,13.252,18.85833333,0.0185,10.94166667,16.40233333,0.021666667,5.604,82.31333333,145.466,18.01266667,55.488,2.771,3.079333333,0.338666667,5.953333333,0.762666667,3.828333333,15.33266667,3.011333333,2.882666667,6.779666667,14.97,46.34366667,42.69533333,16.36366667,46.25733333,69.95366667,20.556
24,73.005,72.99,72.008,71.07733333,71.152,94.58533333,86.814,73.16366667,74.62466667,71.45933333,71.456,108.4726667,81.782,97.73733333,47.20133333,29.745,12.711,4.690333333,19.37366667,1.086666667,20.76233333,30.56366667,71.59566667,95.718,69.38633333,48.97,40.47566667,47.84466667,96.436,128.178,167.648,165.579,43.90433333,65.66833333,36.67666667,27,24.22166667,38.03666667,65.6905,72.51266667,19.01866667,30,47.31666667,90.88366667,59.746,37.42166667,7.687666667,20.4215,0.237333333,10.42533333,22.23666667,61.82866667,116.6946667,143.1773333,75.16233333,73.36233333,34.879,51.79566667,39.30033333,6.823333333,96.70966667,128.406,111.1315,107.669,12.65933333,32.00433333,4.315666667,4.298333333,16.74133333,13.55733333,0.119333333,11.997,15.38766667,0.359333333,7.445666667,74.08766667,157.917,15.00233333,41.89666667,1.347,5.650333333,0.359666667,4.6445,0.787,2.495,13.57633333,3.785,3.146333333,8.024666667,17.88733333,43.12666667,37.6035,9.63,46.67066667,69.51866667,25.655
25,73.727,71.954,71.5465,70.313,70.2595,83.36166667,88.76366667,73.53,74.52833333,70.32633333,71.456,105.667,82.213,90.41066667,53.645,43.10033333,13.13033333,4.522333333,12.789,1.074333333,19.07066667,40.08833333,68.19866667,99.843,68.907,56.245,45.86633333,52.85966667,104.5173333,129.361,172.177,166.0833333,37.95933333,71.149,26.171,9.027,19.363,43.26633333,53.058,69.45966667,20.67633333,0.357,53.81333333,89.79233333,63.32366667,39.54133333,7.517333333,27.38533333,0.297333333,12.217,24.838,67.641,124.4563333,141.9516667,69.488,73.58466667,33.88266667,44.35133333,39.033,5.686,101.288,133.0086667,144.023,111.8746667,13.69266667,30.743,4.543666667,4.138,19.039,11.12,0.123666667,9.021,12.71766667,0.353666667,10.29133333,62.582,155.8463333,28.57866667,28.33266667,0.429333333,5.669,0.495,4.667666667,0.799,2.438,11.27933333,6.745666667,3.410666667,12.672,25.556,37.2545,37.967,13.219,41.38133333,88.83833333,20.63666667
26,77.92733333,71.66,71.081,70.3405,70.05066667,77.163,87.63566667,71.91,74.282,70.07666667,71.456,107.7026667,82.184,94.356,59.903,41.35233333,12.835,7.048333333,8.282333333,2.311333333,20.71833333,42.09566667,60.71266667,105.183,58.211,65.665,44.855,52.72533333,114.2023333,140.1865,175.4733333,164.5266667,31.7805,72.109,24.06733333,8.594,17.01966667,49.9905,57.3595,69.76166667,23.83833333,0.303,58.443,91.126,66.61633333,46.96433333,5.631666667,27.73333333,0.179333333,13.44666667,31.019,71.89766667,125.8146667,140.935,63.514,82.44766667,33.335,38.27833333,36.436,4.515,102.348,137.404,157.8153333,106.2546667,14.358,32.70666667,5.948,3.678666667,19.202,8.881,0.312,7.462,11.13366667,0.347666667,8.36,72.96566667,145.372,53.22233333,36.30733333,0.134,4.857,0.762333333,5.192,0.806666667,3.016666667,9.696,7.894,4.645333333,10.009,35.23533333,36.081,42.02933333,14.532,26.663,107.789,17.825
27,76.4005,71.522,72.35333333,70.35633333,69.977,71.8375,87.841,70.85433333,72.9775,69.847,71.456,108.5313333,81.60833333,100.3176667,64.34033333,37.96133333,9.329333333,7.833666667,6.692333333,5.677666667,20.56133333,46.04233333,62.34666667,107.9446667,48.11366667,73.83366667,42.53633333,56.64366667,116.8543333,146.1995,181.7155,166.4956667,30.528,77.55966667,23.564,17,13.26533333,48.26,51.765,66.24066667,23.899,0.056333333,63.955,89.76333333,78.20766667,42.78,5.850666667,21.89366667,0.155,15.73,36.29733333,70.53866667,113.2016667,142.925,64.065,82.9685,31.662,33.46433333,38.043,4.699,109.2796667,144.7163333,148.9493333,98.42533333,13.80633333,29.25866667,5.501666667,3.453,18.86833333,7.577333333,0.294333333,5.316,10.08566667,0.352,11.16866667,81.82166667,139.2663333,81.107,44.75566667,0.079333333,4.970333333,4.269,4.031,0.802,2.496666667,8.5,6.618,5.367333333,11.28666667,39.27833333,36.62566667,38.11233333,13.69566667,13.448,107.816,36.58866667
28,77.352,71.45066667,72.404,70.34833333,70.016,78,89.433,70.323,72.75,69.799,71.456,109.918,81.173,67.87833333,74.03966667,41.19233333,6.179666667,6.753666667,4.187666667,7.429333333,23.19733333,66.44666667,65.724,103.2673333,43.97133333,78.96433333,40.18866667,62.43866667,117.9406667,149.123,186.381,169.523,29.7355,79.754,22.776,7.871,10.957,44.045,48.473,59.62633333,22.663,0.148,66.49333333,88.95533333,82.381,41.04166667,6.732333333,15.707,0.070333333,14.46433333,39.9615,71.17633333,91.45466667,137.47,64.28233333,76.1185,33.11566667,27.679,28.75766667,6.54,116.2366667,146.3846667,157.1073333,98.81766667,13.137,23.52666667,5.707666667,3.143,17.64366667,6.893,0.277666667,6.467,10.84033333,0.014,16.54,76.409,157.7073333,93.58166667,42.30833333,0.068,3.795333333,8.674666667,2.748,0.799666667,3.629666667,7.380333333,3.734666667,3.875333333,11.61,47.043,38.871,36.07233333,16.094,9.086,113.3773333,87.25033333
29,82.7795,71.42966667,72.283,70.566,70.528,73,88.04766667,70.05666667,73.76133333,69.80966667,71.456,111.1396667,79.97266667,50.21366667,82.19733333,49.651,3.747333333,9.899333333,2.388,10.24133333,25.80833333,78.34966667,65.79333333,101.7035,44.07333333,91.263,38.688,61.973,118.075,159.1026667,186.7776667,169.423,30.916,76.85533333,23.51233333,8.0165,8.612666667,42.342,54.50133333,58.49533333,24.43566667,0.1245,66.60533333,87.936,86,40.3875,10.16266667,11.62233333,0.092,12.006,40.788,84.367,81.98333333,134.4325,60.01366667,63.25566667,30.264,27.94333333,37.22333333,17.47933333,118.1583333,143.7873333,161.2916667,87.83033333,12.595,20.89633333,6.339,2.962333333,18.17233333,6.4795,0.251333333,6.278,11.92366667,0.019,19.43366667,66.89233333,163.61,102.8363333,40.84433333,0.031666667,3.2735,10.455,2.268666667,0.791333333,4.249666667,6.925,3.482333333,3.217333333,12.46966667,47.688,40.95,28.093,20.784,11.11033333,118.7946667,73.27433333
30,85.89966667,71.416,74.7345,70.755,71.04433333,76.44666667,86.73633333,69.89133333,75.317,69.89966667,71.456,112.4213333,83.20033333,46.49733333,92.403,56.622,3.377333333,8.703,1.03,9.25,40.907,77.03566667,64.45033333,101.5023333,44.872,93.86333333,39.23066667,56.72933333,89,159.222,182.8445,160.7473333,31.323,66.73666667,23.126,8.057,8.051,38.84333333,67.668,53.39466667,29.31133333,0.267333333,66.357,79.40633333,81.59766667,40.674,11.379,9.469,0.096333333,12.4365,42.6155,85.986,85.34,132.5636667,53.60666667,58.664,28.943,23.27166667,46.55033333,31.53466667,108.1873333,137.215,158.7603333,80.95633333,12.376,17.59633333,10.27966667,2.906,16.235,5.973333333,0.207333333,5.246666667,10.75766667,0.035333333,19.871,56.36766667,165.9226667,107.4923333,44.122,0.046666667,2.419666667,8.823,3.149666667,0.786,2.933333333,7.373,3.069333333,3.077,11.84366667,54.36733333,38.74366667,22.932,29.59233333,10.812,134.0126667,47.977
31,94.07033333,71.40366667,76.562,70.833,70.41966667,79.585,90.60333333,70.039,75.38666667,69.82866667,71.456,112.092,82.186,44.605,97.23666667,59.48966667,2.305666667,10.32933333,0.250333333,9.216333333,44.564,80.443,70.34833333,104.021,36.21366667,88.921,36.089,57.092,108.2753333,159.1195,187.778,167.4533333,28.952,52.48266667,23.04733333,8.238,8.485,35.447,91.6925,24.278,26.67733333,0.802333333,60.99266667,60.814,76.842,39.33566667,9.241666667,3.977,0.206666667,11.93833333,39.755,79.93966667,55.326,128.6255,50.93366667,55.68833333,27.6995,20.9605,51.45033333,34.12566667,104.6623333,135.8773333,160.027,71.29066667,12.38066667,16.44066667,8.068,2.881,13.559,5.626333333,0.185,6.500333333,11.11366667,0.020666667,27.25633333,40.60966667,175.148,109.398,60.92233333,0.029666667,2.396,8.236,3.408666667,0.808333333,3.136333333,8.209666667,2.962333333,2.977666667,15.32466667,67.65733333,37.854,39,43.907,10.103,137.9036667,120
